School,ID,CoNo,StNo,Long,Lat,Low,High,Students
JOSEPH E FISKE,2.51227E+11,21,25,-71.2473,42.3129,-1,5,429
JOSEPH ESTABROOK,2.50684E+11,17,25,-71.2377,42.4771,0,5,495
JOSEPH F. PLOUFFE ACADEMY,2.50309E+11,23,25,-71.0112,42.0802,6,8,633
JOSEPH G LUTHER,2.51146E+11,5,25,-71.2228,41.7425,3,5,205
JOSEPH H GIBBONS,2.51125E+11,21,25,-71.1078,42.1171,0,5,364
JOSEPH H MARTIN,2.51152E+11,5,25,-71.0358,41.8772,5,7,677
JOSEPH J HURLEY,2.50279E+11,25,25,-71.0779,42.339,-1,8,336
JOSEPH LEE,2.50279E+11,25,25,-71.0805,42.2924,-1,8,592
JOSEPH MCAVINNUE,2.50702E+11,17,25,-71.3349,42.6524,-1,4,538
JOSEPH METCALF PRESCHOOL,2.50627E+11,13,25,-72.6304,42.1935,-1,-1,200
JOSEPH OSGOOD,2.50378E+11,21,25,-70.8133,42.237,-1,2,408
JOSEPH P KEEFE TECHNICAL HIGH SCHOOL,2.51106E+11,17,25,-71.4364,42.2765,9,12,691
JOSEPH P MANNING,2.50279E+11,25,25,-71.1314,42.3055,-1,5,159
JOSEPH P TYNAN,2.50279E+11,25,25,-71.039,42.3345,-1,5,394
JOSEPH R DAWE JR ELEMENTARY,2.51125E+11,21,25,-71.0915,42.1396,0,5,376
JOSEPH W MARTIN JR ELEMENTARY,2.50873E+11,5,25,-71.2964,41.9971,0,5,638
JOSHUA EATON,2.50999E+11,17,25,-71.1114,42.5141,0,5,455
JOSIAH HAYNES,2.51134E+11,17,25,-71.4147,42.4158,0,5,402
JOSIAH QUINCY,2.50279E+11,25,25,-71.0645,42.3481,-1,5,802
JOYCE KILMER,2.50279E+11,25,25,-71.1626,42.2719,-1,8,470
JULIA BANCROFT,2.50222E+11,27,25,-71.8436,42.2198,3,5,285
JULIA F CALLAHAN,2.50711E+11,9,25,-70.9847,42.4675,-1,5,491
JUNIPER PARK,2.51263E+11,13,25,-72.7995,42.1321,0,5,298
KATHARINE LEE BATES,2.51227E+11,21,25,-71.3066,42.3129,0,5,395
KATHRYN P. STOKLOSA MIDDLE SCHOOL,2.50702E+11,17,25,-71.325,42.643,5,8,679
KEITH MIDDLE SCHOOL,2.50843E+11,5,25,-70.948,41.6408,6,8,843
KELLY ELEMENTARY,2.50627E+11,13,25,-72.6003,42.2019,0,8,593
KENNEDY-LONGFELLOW,2.50327E+11,17,25,-71.0867,42.3695,-1,5,255
KENNETH COOMBS SCHOOL,2.50744E+11,1,25,-70.494,41.6235,-1,2,423
KENSINGTON AVENUE,2.51113E+11,13,25,-72.5616,42.0911,0,5,327
KING K-8,2.50279E+11,25,25,-71.0765,42.3111,-1,8,504
KING OPEN,2.50327E+11,17,25,-71.0916,42.3722,-1,5,334
KING PHILIP MIDDLE SCHOOL,2.50651E+11,21,25,-71.3275,42.0973,7,8,801
KING PHILIP REGIONAL HIGH,2.50651E+11,21,25,-71.3326,42.0722,9,12,1322
KINGSTON ELEMENTARY,2.50654E+11,23,25,-70.7199,41.985,0,2,433
KINGSTON INTERMEDIATE,2.50654E+11,23,25,-70.7215,41.9834,3,6,699
KIPP ACADEMY BOSTON CHARTER SCHOOL,2.50054E+11,25,25,-71.0816,42.3178,5,6,141
KIPP ACADEMY LYNN CHARTER SCHOOL,2.50008E+11,9,25,-70.9497,42.4688,5,11,721
KITTREDGE,2.50339E+11,3,25,-73.1229,42.4382,-1,5,152
KITTREDGE,2.5087E+11,9,25,-71.1192,42.6921,0,5,303
KNOX TRAIL JUNIOR HIGH,2.5E+11,27,25,-71.9841,42.2415,6,8,387
L D BATCHELDER,2.50882E+11,17,25,-71.0816,42.5737,0,5,481
L F DEWING,2.51158E+11,17,25,-71.2475,42.6408,-1,2,503
L G NOURSE ELEMENTARY,2.509E+11,5,25,-71.1671,41.9684,-1,3,340
L H COFFIN,2.50726E+11,9,25,-70.8599,42.5083,2,3,168
LAFAYETTE SCHOOL,2.50477E+11,17,25,-71.0511,42.422,0,8,931
LAKE STREET,2.5E+11,27,25,-71.9436,42.2009,-1,1,333
LAKE VIEW,2.51323E+11,27,25,-71.7595,42.268,0,6,295
LAKEVIEW JUNIOR HIGH,2.50432E+11,17,25,-71.3398,42.6747,7,8,622
LALIBERTE ELEMENTARY SCHOOL,2.50303E+11,5,25,-71.0289,41.9349,2,4,480
LAMBERT-LAVOIE,2.50366E+11,13,25,-72.5954,42.1765,0,5,295
LANESBOROUGH ELEMENTARY,2.50663E+11,3,25,-73.2206,42.5133,0,6,205
LAURA LEE THERAPEUTIC DAY SCHOOL,2.50702E+11,17,25,-71.3232,42.6269,3,7,16
LAWLOR EARLY CHILDHOOD CENTER,2.50666E+11,9,25,-71.1649,42.7163,0,0,189
LAWRENCE,2.50486E+11,1,25,-70.6166,41.5558,7,8,544
LAWRENCE,2.50315E+11,21,25,-71.1143,42.3392,0,8,658
LAWRENCE FAMILY DEVELOPMENT CHARTER SCHOOL,2.50003E+11,9,25,-71.1736,42.7085,0,8,654
LAWRENCE W PINGREE,2.51284E+11,21,25,-70.9254,42.2177,0,4,263
LEBLANC THERAPEUTIC DAY SCHOOL,2.50702E+11,17,25,-71.2856,42.6342,8,12,40
LEE ACADEMY,2.50279E+11,25,25,-71.0727,42.2868,-1,1,164
LEE ELEMENTARY,2.50669E+11,3,25,-73.2477,42.3079,-1,6,348
LEE MIDDLE/HIGH SCHOOL,2.50669E+11,3,25,-73.2393,42.3065,7,12,372
LEEDS,2.50885E+11,15,25,-72.6979,42.3515,0,5,353
LEICESTER HIGH,2.50672E+11,27,25,-71.9075,42.254,9,12,441
LEICESTER MEMORIAL ELEMENTARY,2.50672E+11,27,25,-71.9122,42.2231,3,5,385
LEICESTER MIDDLE,2.50672E+11,27,25,-71.9046,42.2516,6,8,393
LEICESTER PRIMARY SCHOOL,2.50672E+11,27,25,-71.905,42.2535,-1,2,407
LENOX MEMORIAL HIGH,2.50675E+11,3,25,-73.2589,42.3516,6,12,415
LEOMINSTER CENTER FOR EXCELLENCE,2.50678E+11,27,25,-71.7742,42.5492,9,12,34
LEOMINSTER HIGH SCHOOL,2.50678E+11,27,25,-71.7782,42.5325,9,12,1105
LEROY E.MAYO,2.51188E+11,27,25,-71.8263,42.3491,0,5,497
LEROY WOOD,2.5048E+11,5,25,-70.8801,41.6364,0,5,475
LETOURNEAU ELEMENTARY SCHOOL,2.50483E+11,5,25,-71.1556,41.6734,0,5,637
LEVERETT ELEMENTARY,2.50681E+11,11,25,-72.4974,42.4634,-1,6,121
LEXINGTON HIGH,2.50684E+11,17,25,-71.233,42.4426,9,12,2002
LIBERTY,2.50294E+11,21,25,-70.9933,42.1871,0,5,463
LIBERTY,2.51113E+11,13,25,-72.58,42.1296,0,5,275
LIBERTY  PREPARATORY ACADEMY,2.51113E+11,13,25,-72.5582,42.0884,9,12,32
LILJA ELEMENTARY,2.50834E+11,17,25,-71.3273,42.2951,0,4,410
LILLA G. FREDERICK MIDDLE SCHOOL,2.50279E+11,25,25,-71.0753,42.309,6,8,570
LILLIAN M JACOBS,2.50642E+11,23,25,-70.909,42.3068,-1,5,473
LINCOLN,2.51113E+11,13,25,-72.6057,42.1198,0,5,447
LINCOLN,2.50762E+11,17,25,-71.0715,42.4521,0,5,345
LINCOLN ELEMENTARY,2.51311E+11,17,25,-71.1347,42.4511,0,5,425
LINCOLN SCHOOL,2.5069E+11,17,25,-71.3138,42.4251,-1,8,654
LINCOLN SCHOOL,2.50678E+11,27,25,-71.7677,42.4925,-1,-1,48
LINCOLN STREET,2.50888E+11,27,25,-71.6561,42.3154,0,5,307
LINCOLN STREET,2.51323E+11,27,25,-71.7692,42.2938,-1,6,266
LINCOLN-ELIOT,2.50861E+11,17,25,-71.1941,42.3597,0,5,329
LINCOLN-HANCOCK COMMUNITY SCHOOL,2.50987E+11,21,25,-71.0116,42.2423,0,4,497
LINCOLN-SUDBURY REGIONAL HIGH,2.50693E+11,17,25,-71.3976,42.3979,9,12,1641
LINCOLN-THOMSON,2.50711E+11,9,25,-70.9772,42.4679,0,5,266
LINDEN,2.50717E+11,17,25,-71.034,42.4334,0,8,894
LINSCOTT-RUMFORD,2.5132E+11,17,25,-71.1617,42.5076,0,5,239
LITTLETON HIGH SCHOOL,2.50696E+11,17,25,-71.5076,42.5414,9,12,439
LITTLETON MIDDLE SCHOOL,2.50696E+11,17,25,-71.4843,42.5455,6,8,375
LITTLEVILLE ELEMENTARY SCHOOL,2.50516E+11,15,25,-72.8701,42.2512,-1,4,270
LITWIN,2.50366E+11,13,25,-72.5243,42.1747,0,5,394
LOCKE MIDDLE,2.50267E+11,17,25,-71.2447,42.5506,6,8,663
LOKER SCHOOL,2.51221E+11,17,25,-71.3472,42.3293,-1,0,171
LONGMEADOW HIGH,2.50699E+11,13,25,-72.5603,42.0556,9,12,958
LOUIS F ANGELO ELEMENTARY,2.50309E+11,23,25,-71.0198,42.0951,0,5,783
LOUISE A CONLEY,2.51293E+11,23,25,-70.9518,42.0841,0,5,576
LOUISE DAVY TRAHAN,2.51158E+11,17,25,-71.1939,42.582,3,4,271
LOWELL COLLEGIATE CHARTER SCHOOL,2.50055E+11,17,25,-71.3219,42.6477,0,3,272
LOWELL COMMUNITY CHARTER PUBLIC SCHOOL,2.50007E+11,17,25,-71.312,42.6414,0,6,658
LOWELL HIGH,2.50702E+11,17,25,-71.3118,42.6473,9,12,3054
LOWELL MIDDLESEX ACADEMY CHARTER SCHOOL,2.50003E+11,17,25,-71.3115,42.6453,9,12,99
LT CLAYRE SULLIVAN ELEMENTARY,2.50627E+11,13,25,-72.6446,42.2056,0,8,558
LT ELEZER DAVIS,2.5024E+11,17,25,-71.3092,42.4849,0,2,542
LT ELMER J MCMAHON ELEMENTARY,2.50627E+11,13,25,-72.6476,42.1844,0,8,390
LT JOB LANE SCHOOL,2.5024E+11,17,25,-71.2797,42.5157,3,5,533
LT PETER M HANSEN,2.5033E+11,21,25,-71.1287,42.1832,0,5,464
LUDLOW SENIOR HIGH,2.50705E+11,13,25,-72.4662,42.172,9,12,932
LUNENBURG HIGH,2.50708E+11,27,25,-71.7187,42.5975,8,12,577
LUNENBURG PRIMARY SCHOOL,2.50708E+11,27,25,-71.7014,42.6002,-1,3,507
LURA A. WHITE ELEMENTARY SCHOOL,2.50054E+11,17,25,-71.6574,42.5397,-1,5,370
LUTHER BURBANK MIDDLE SCHOOL,2.50831E+11,27,25,-71.6753,42.4682,6,8,242
LUTHER CONANT,2.50168E+11,17,25,-71.4365,42.4754,0,6,475
LYNCH ELEMENTARY,2.51311E+11,17,25,-71.1505,42.461,-1,5,505
LYNDON,2.50279E+11,25,25,-71.1524,42.2926,-1,8,561
LYNN ENGLISH HIGH,2.50711E+11,9,25,-70.9439,42.4769,9,12,1611
LYNN VOCATIONAL TECHNICAL INSTITUTE,2.50711E+11,9,25,-70.9553,42.4592,6,12,750
LYNN WOODS,2.50711E+11,9,25,-70.9716,42.496,0,5,175
LYNNFIELD HIGH,2.50714E+11,9,25,-71.0331,42.5392,9,12,623
LYNNFIELD MIDDLE SCHOOL,2.50714E+11,9,25,-71.0516,42.5359,5,8,753
LYNNFIELD PRESCHOOL,2.50714E+11,9,25,-71.0157,42.513,-1,-1,64
LYNNHURST,2.5105E+11,9,25,-71.002,42.4759,0,5,260
LYON K-8,2.50279E+11,25,25,-71.1615,42.3511,0,8,142
LYON UPPER 9-12,2.50279E+11,25,25,-71.1607,42.3521,9,12,138
M MARCUS KILEY MIDDLE,2.51113E+11,13,25,-72.5008,42.0984,6,8,730
M NORCROSS STRATTON,2.50198E+11,17,25,-71.1673,42.429,0,5,375
MA ACADEMY FOR MATH AND SCIENCE SCHOOL,2.50004E+11,27,25,-71.8097,42.273,11,12,96
MABELLE M BURRELL,2.50495E+11,21,25,-71.2057,42.0608,-1,4,355
MADELEINE DUGGER ANDREWS,2.50756E+11,17,25,-71.0984,42.4116,6,8,519
MADELINE ENGLISH SCHOOL,2.50477E+11,17,25,-71.0689,42.4136,0,8,878
MADISON PARK HIGH,2.50279E+11,25,25,-71.0889,42.3321,9,12,1146
MAJOR EDWARDS ELEMENTARY,2.51239E+11,27,25,-71.7869,42.3722,-1,5,427
MALCOLM L BELL,2.50726E+11,9,25,-70.8715,42.4973,-1,3,384
MALCOLM WHITE,2.5132E+11,17,25,-71.1417,42.4847,0,5,328
MALDEN EARLY LEARNING CENTER,2.50717E+11,17,25,-71.0633,42.4315,-1,-1,324
MALDEN HIGH,2.50717E+11,17,25,-71.0644,42.4273,9,12,1835
MANASSAH E BRADLEY,2.50279E+11,25,25,-71.0059,42.3913,-1,5,298
MANCHESTER ESSEX REGIONAL HIGH SCHOOL,2.50007E+11,9,25,-70.7657,42.5811,9,12,461
MANCHESTER ESSEX REGIONAL MIDDLE SCHOOL,2.50007E+11,9,25,-70.7662,42.5821,6,8,355
MANCHESTER MEMORIAL ELEMENTARY,2.50007E+11,9,25,-70.7641,42.5794,-1,5,447
MANOMET ELEMENTARY,2.50972E+11,23,25,-70.554,41.9209,0,5,334
MANSFIELD HIGH,2.50723E+11,5,25,-71.2059,42.0289,9,12,1373
MANTHALA GEORGE JR. SCHOOL,2.50309E+11,23,25,-71.0394,42.0966,0,5,904
MAPLE,2.50459E+11,15,25,-72.6638,42.2647,-1,4,243
MAPLESHADE,2.5045E+11,13,25,-72.5075,42.0714,3,5,331
MAQUAN ELEMENTARY,2.51293E+11,23,25,-70.8563,42.0621,-1,2,413
MARBLEHEAD COMMUNITY CHARTER PUBLIC SCHOOL,2.50003E+11,9,25,-70.8534,42.5083,4,8,230
MARBLEHEAD HIGH,2.50726E+11,9,25,-70.8619,42.4984,9,12,1053
MARBLEHEAD VETERANS MIDDLE SCHOOL,2.50726E+11,9,25,-70.8614,42.498,7,8,513
MARGARET A NEARY,2.51098E+11,27,25,-71.5393,42.2951,4,5,320
MARGARET C ELLS,2.51113E+11,13,25,-72.555,42.124,-1,1,248
MARGARET L DONOVAN,2.50993E+11,21,25,-71.0704,42.1899,0,5,427
MARGARITA MUNIZ ACADEMY,2.50279E+11,25,25,-71.1137,42.3073,9,10,156
MARGUERITE E PEASLEE,2.50888E+11,27,25,-71.6279,42.3224,0,5,280
MARGUERITE E SMALL ELEMENTARY,2.50414E+11,1,25,-70.2459,41.6741,-1,3,270
MARIA HASTINGS,2.50684E+11,17,25,-71.2527,42.4462,0,5,421
MARIA L. BALDWIN,2.50327E+11,17,25,-71.1167,42.3824,-1,5,323
MARIA WESTON CHAPMAN MIDDLE SCHOOL,2.51284E+11,21,25,-70.9321,42.2212,6,8,1014
MARIO UMANA ACADEMY,2.50279E+11,25,25,-71.04,42.3784,0,8,730
MARION E ZEH,2.50888E+11,27,25,-71.6479,42.3242,-1,5,329
MARK G HOYLE ELEMENTARY,2.51146E+11,5,25,-71.2422,41.765,-1,2,258
MARLBOROUGH HIGH,2.50732E+11,17,25,-71.5449,42.3633,9,12,1075
MARSH GRAMMAR SCHOOL,2.50774E+11,9,25,-71.2327,42.7289,-1,8,1255
MARSHALL MIDDLE SCHOOL,2.50267E+11,17,25,-71.2701,42.5707,6,8,748
MARSHALL SIMONDS MIDDLE,2.50324E+11,17,25,-71.1812,42.5018,6,8,853
MARSHFIELD HIGH,2.50735E+11,23,25,-70.7381,42.1091,9,12,1304
MARTHA JONES,2.51281E+11,21,25,-71.2351,42.2,0,5,310
MARTHA'S VINEYARD CHARTER SCHOOL,2.50004E+11,7,25,-70.6645,41.4193,0,12,177
MARTHAS VINEYARD REGIONAL HIGH,2.50738E+11,7,25,-70.5959,41.4182,9,12,687
MARTIN E YOUNG ELEMENTARY,2.50993E+11,21,25,-71.043,42.1529,0,5,349
MARTIN LUTHER KING JR.,2.50327E+11,17,25,-71.104,42.3709,-1,5,267
MARTIN LUTHER KING JR. CHARTER SCHOOL OF EXCELLENC,2.50009E+11,13,25,-72.536,42.0839,0,5,373
MARTINSON ELEMENTARY,2.50735E+11,23,25,-70.7402,42.1109,0,5,394
MARY D ALTAVESTA,2.5132E+11,17,25,-71.163,42.5133,0,5,218
MARY D STONE,2.50222E+11,27,25,-71.8364,42.1953,0,2,246
MARY E FINN SCHOOL,2.51098E+11,27,25,-71.5339,42.2746,-1,1,259
MARY E FLAHERTY SCHOOL,2.50294E+11,21,25,-71.0174,42.221,0,5,397
MARY E STAPLETON ELEMENTARY,2.50498E+11,17,25,-71.4003,42.3266,0,5,428
MARY E. BAKER SCHOOL,2.50309E+11,23,25,-70.9894,42.0938,0,5,746
MARY FONSECA ELEMENTARY SCHOOL,2.50483E+11,5,25,-71.1381,41.6992,0,5,804
MARY K. GOODE ELEMENTARY SCHOOL,2.50777E+11,23,25,-70.9101,41.8854,1,5,657
MARY LEE BURBANK,2.50249E+11,17,25,-71.1643,42.3885,0,4,356
MARY M LYNCH,2.51113E+11,13,25,-72.5119,42.1281,0,5,274
MARY M WALSH,2.51113E+11,13,25,-72.4939,42.1155,0,5,288
MARY O POTTENGER,2.51113E+11,13,25,-72.568,42.1384,0,5,460
MARY ROWLANDSON ELEMENTARY,2.50831E+11,27,25,-71.6759,42.4682,-1,5,481
MASCONOMET REGIONAL HIGH SCHOOL,2.50741E+11,9,25,-70.9744,42.6272,9,12,1382
MASCONOMET REGIONAL MIDDLE SCHOOL,2.50741E+11,9,25,-70.9744,42.6272,7,8,669
MASHPEE HIGH,2.50744E+11,1,25,-70.5072,41.6153,9,12,432
MASHPEE MIDDLE SCHOOL,2.50744E+11,1,25,-70.5065,41.6151,7,8,264
MASON ROAD SCHOOL,2.50436E+11,27,25,-71.9052,42.0459,-1,1,267
MASON-RICE,2.50861E+11,17,25,-71.1994,42.3326,0,5,457
MASS HOSPITAL SCHOOL,2.51115E+11,21,25,-71.1252,42.176,-2,-2,524.5984339
MASSACHUSETTS VIRTUAL ACADEMY AT GREENFIELD COMMON,2.50055E+11,11,25,-72.6014,42.5919,0,12,454
MATCH CHARTER PUBLIC SCHOOL,2.50007E+11,25,25,-71.121,42.3521,6,12,494
MATCH COMMUNITY DAY CHARTER PUBLIC SCHOOL,2.50053E+11,25,25,-71.1147,42.2951,-1,4,300
MATH SCIENCE & TECHNOLOGY HIGH SCHOOL,2.50666E+11,9,25,-71.1456,42.6901,9,12,499
MATHER,2.50279E+11,25,25,-71.0614,42.3083,-1,5,599
MATTACHEESE MIDDLE SCHOOL,2.50414E+11,1,25,-70.244,41.6719,6,7,469
MATTAHUNT,2.50279E+11,25,25,-71.1037,42.2761,-1,5,633
MATTHEW J KUSS MIDDLE,2.50483E+11,5,25,-71.1796,41.6897,6,8,793
MAURICE A DONAHUE ELEMENTARY,2.50627E+11,13,25,-72.6393,42.1768,0,8,557
MAURICE J TOBIN,2.50279E+11,25,25,-71.0984,42.333,-1,8,418
MAY STREET,2.51323E+11,27,25,-71.8405,42.2664,0,6,315
MAYNARD HIGH,2.5075E+11,17,25,-71.4584,42.4235,8,12,430
MCCALL MIDDLE,2.51311E+11,17,25,-71.135,42.45,6,8,1071
MCCARTHY MIDDLE SCHOOL,2.50351E+11,17,25,-71.368,42.6183,5,8,900
MCCARTHY-TOWNE,2.50168E+11,17,25,-71.4547,42.4757,0,6,482
MCCLOSKEY MIDDLE SCHOOL,2.51185E+11,27,25,-71.6276,42.0819,6,8,469
MCKAY ARTS ACADEMY,2.50489E+11,27,25,-71.7897,42.595,-1,8,684
MEADOW BROOK,2.5045E+11,13,25,-72.4835,42.0785,-1,2,549
MEDFIELD SENIOR HIGH,2.50753E+11,21,25,-71.2973,42.1848,9,12,882
MEDFORD HIGH,2.50756E+11,17,25,-71.1256,42.4301,9,12,1155
MEDFORD VOCATIONAL TECHNICAL HIGH,2.50756E+11,17,25,-71.1256,42.4301,9,12,218
MEDWAY HIGH,2.50759E+11,21,25,-71.4431,42.1556,9,12,779
MEDWAY MIDDLE,2.50759E+11,21,25,-71.4072,42.1462,5,8,789
MEETINGHOUSE SCHOOL,2.50204E+11,27,25,-71.8756,42.5287,0,1,160
MELROSE HIGH,2.50762E+11,17,25,-71.0663,42.4647,9,12,933
MELROSE MIDDLE,2.50762E+11,17,25,-71.0664,42.4636,6,8,866
MEMORIAL,2.5063E+11,27,25,-71.5364,42.1316,0,6,631
MEMORIAL,2.51308E+11,27,25,-72.042,42.6981,0,2,281
MEMORIAL,2.51251E+11,13,25,-72.6253,42.0972,1,5,199
MEMORIAL,2.50786E+11,27,25,-71.5218,42.1451,0,2,449
MEMORIAL,2.50834E+11,17,25,-71.3221,42.2697,0,4,433
MEMORIAL,2.50324E+11,17,25,-71.1838,42.5001,0,5,417
MEMORIAL EARLY CHILDHOOD CENTER,2.50777E+11,23,25,-70.9056,41.8949,-1,0,303
MEMORIAL INTERMEDIATE,2.50489E+11,27,25,-71.8111,42.5713,5,8,656
MEMORIAL MIDDLE,2.50642E+11,23,25,-70.8849,42.2977,6,8,242
MEMORIAL PARK,2.51017E+11,23,25,-70.9225,42.1273,1,4,212
MEMORIAL SCHOOL,2.50768E+11,27,25,-71.6133,42.1703,-1,4,487
MEMORIAL SCHOOL,2.50753E+11,21,25,-71.3128,42.1943,-1,1,363
MEMORIAL SPAULDING,2.50861E+11,17,25,-71.1784,42.3018,0,5,429
MENOTOMY PRESCHOOL,2.50198E+11,17,25,-71.1623,42.418,-1,-1,55
MERRIAM,2.50168E+11,17,25,-71.4547,42.4757,-1,6,605
MERRILL ELEMENTARY SCHOOL,2.50303E+11,5,25,-71.032,41.934,0,1,326
MERRYMOUNT,2.50987E+11,21,25,-70.9924,42.2651,0,5,386
METHUEN HIGH,2.50774E+11,9,25,-71.1721,42.7327,9,12,1758
MICHAEL DRISCOLL,2.50315E+11,21,25,-71.1366,42.3413,-1,8,585
MICHAEL E. SMITH MIDDLE SCHOOL,2.51092E+11,15,25,-72.5775,42.2459,5,8,599
MICHAEL J PERKINS,2.50279E+11,25,25,-71.0513,42.3314,0,5,248
MIDDLEBOROUGH HIGH,2.50777E+11,23,25,-70.9355,41.8949,9,12,793
MIDLAND STREET,2.51323E+11,27,25,-71.8267,42.271,0,6,236
MILDRED AITKEN SCHOOL,2.51059E+11,5,25,-71.3341,41.8449,-1,5,446
MILDRED AVENUE K-8,2.50279E+11,25,25,-71.092,42.2757,4,8,444
MILE TREE ELEMENTARY,2.50573E+11,13,25,-72.4382,42.1109,-1,1,340
MILES RIVER MIDDLE,2.50567E+11,9,25,-70.8471,42.6292,6,8,417
MILFORD HIGH,2.50786E+11,27,25,-71.5357,42.1491,9,12,1111
MILFORD MIDDLE EAST,2.50786E+11,27,25,-71.5166,42.1446,7,9,322
MILL POND SCHOOL,2.5126E+11,27,25,-71.6499,42.2561,4,6,873
MILLBURY JUNIOR/SENIOR HIGH,2.50789E+11,27,25,-71.7675,42.2,7,12,713
MILLBURY STREET ELEMENTARY SCHOOL,2.50537E+11,27,25,-71.7102,42.1984,2,6,710
MILLENNIUM ELEMENTARY,2.51266E+11,17,25,-71.4336,42.5887,-1,-1,96
MILLER SCHOOL,2.50624E+11,17,25,-71.4232,42.2046,3,5,634
MILLIS HIGH SCHOOL,2.50792E+11,21,25,-71.3568,42.162,9,12,390
MILLIS MIDDLE,2.50792E+11,21,25,-71.3568,42.162,5,8,458
MILLVILLE ELEMENTARY,2.50272E+11,27,25,-71.5775,42.0334,-1,5,301
MILTON BRADLEY SCHOOL,2.51113E+11,13,25,-72.5803,42.1013,-1,5,556
MILTON FULLER ROBERTS,2.50756E+11,17,25,-71.0995,42.4219,-1,5,565
MILTON HIGH,2.50798E+11,21,25,-71.087,42.2516,9,12,980
MILTON L FULLER ELEMENTARY,2.50528E+11,9,25,-70.6598,42.6241,-1,-1,76
MINNECHAUG REGIONAL HIGH,2.50573E+11,13,25,-72.4432,42.1113,9,12,1237
MINOT FOREST,2.51206E+11,23,25,-70.6876,41.756,0,4,602
MINUTEMAN REGIONAL HIGH,2.50799E+11,17,25,-71.2613,42.4449,9,12,715
MIRIAM F MCCARTHY SCHOOL,2.50498E+11,17,25,-71.414,42.2921,0,5,590
MISCOE HILL SCHOOL,2.50768E+11,27,25,-71.5727,42.1305,5,8,811
MISSION HILL SCHOOL,2.50279E+11,25,25,-71.1137,42.3073,-1,8,234
MITCHELL ELEMENTARY SCHOOL,2.50303E+11,23,25,-70.9787,41.9767,-1,3,1032
MITTINEAGUE,2.51251E+11,13,25,-72.6392,42.1036,1,5,163
MOHAWK TRAIL REGIONAL HIGH,2.50799E+11,11,25,-72.7558,42.6164,7,12,489
MONATIQUOT KINDERGARTEN CENTER,2.50294E+11,21,25,-71.0056,42.2109,0,0,42
MONSON INNOVATION HIGH SCHOOL,2.50804E+11,13,25,-72.3242,42.1133,9,12,345
MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL,2.50805E+11,27,25,-71.8601,42.5603,9,12,1433
MONTAGUE ELEMENTARY SCHOOL,2.50527E+11,11,25,-72.5574,42.5996,-1,5,376
MONTCLAIR,2.50987E+11,21,25,-71.0321,42.2707,0,5,412
MONTEREY,2.51104E+11,3,25,-73.216,42.1794,0,0,7
MONUMENT MT REGIONAL HIGH,2.50253E+11,3,25,-73.3284,42.2502,9,12,566
MONUMENT VALLEY REGIONAL MIDDLE SCHOOL,2.50253E+11,3,25,-73.331,42.2455,5,8,401
MOODY,2.50597E+11,9,25,-71.0963,42.7652,-1,-1,188
MOODY ELEMENTARY,2.50702E+11,17,25,-71.2976,42.6372,0,4,270
MOREAU HALL,2.50462E+11,5,25,-71.0862,42.0623,-1,2,220
MORGAN ELEMENTARY,2.50627E+11,13,25,-72.629,42.1945,0,8,400
MORNINGSIDE COMMUNITY SCHOOL,2.50963E+11,3,25,-73.2445,42.4569,-1,5,517
MORRIS,2.50675E+11,3,25,-73.2972,42.3546,-1,5,338
MORSE,2.50327E+11,17,25,-71.1126,42.3559,-1,5,281
MORSE POND SCHOOL,2.50486E+11,1,25,-70.6049,41.5598,5,6,592
MORTON MIDDLE,2.50483E+11,5,25,-71.1501,41.7165,6,8,690
MOSIER,2.51092E+11,15,25,-72.5757,42.2448,2,4,407
MOUNT PLEASANT,2.50972E+11,23,25,-70.6582,41.9509,-1,-1,108
MOUNTAIN VIEW,2.5045E+11,13,25,-72.4833,42.0517,3,5,296
MOUNTVIEW MIDDLE,2.51188E+11,27,25,-71.8228,42.3333,6,8,732
MOZART,2.50279E+11,25,25,-71.141,42.2812,-1,5,173
MT EVERETT REGIONAL,2.51104E+11,3,25,-73.3743,42.1061,7,12,335
MT GREYLOCK REGIONAL HIGH,2.50816E+11,3,25,-73.2409,42.6719,7,12,581
MUDDY BROOK REGIONAL ELEMENTARY SCHOOL,2.50253E+11,3,25,-73.3296,42.2468,-1,4,418
MULCAHEY ELEMENTARY SCHOOL,2.51152E+11,5,25,-71.1128,41.9052,0,4,474
MULLEN-HALL,2.50486E+11,1,25,-70.6138,41.5538,0,4,486
MULREADY ELEMENTARY,2.50639E+11,17,25,-71.5407,42.3972,-1,4,286
MUNGER HILL,2.51263E+11,13,25,-72.7307,42.0979,0,5,358
MURACO ELEMENTARY,2.51311E+11,17,25,-71.1319,42.4635,0,5,417
MURDOCK HIGH SCHOOL,2.51308E+11,27,25,-72.0434,42.6998,9,12,325
MURDOCK MIDDLE SCHOOL,2.51308E+11,27,25,-72.0434,42.6998,6,8,368
MYSTIC VALLEY REGIONAL CHARTER SCHOOL,2.50006E+11,17,25,-71.0432,42.4342,0,12,1499
N H WIXON INNOVATION SCHOOL,2.50414E+11,1,25,-70.1568,41.715,4,5,498
NABNASSET,2.51266E+11,17,25,-71.4224,42.6092,0,2,325
NANTUCKET ELEMENTARY,2.50825E+11,19,25,-70.0985,41.2734,-1,5,683
